"Player","Team","Position","Year","Rk","Status","Opponent","FPts","FP/G","%D","ADP","Bye","GP","Yds","TD","Int","2Pa","Yds","TD","2Rc","Yds","TD","2Ru","FL","RtY","RtT"
"Thomas, Drew","Iowa","WR,FLX","Fr","481","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas, Dylan","Ill","WR,FLX","Fr","482","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas, Johnathan","PSU","RB,FLX","Sr","483","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thompson, True","Minn","WR,FLX","So","484","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thurman, Andrew","Neb","WR,FLX","Fr","485","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tirmonia, Jackson","NW","WR,FLX","So","486","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tracy, Jr., Tyrone","Iowa","WR,FLX","Fr","487","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trussell, Jess","Purd","TE,FLX","Jr","488","FA","NW Thu 8:00PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Turner, Christian","Mich","RB,FLX","Fr","489","WW","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Van Dyne, Harry","Minn","WR,FLX","Fr","490","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Van Dyne, Yale","Minn","WR,FLX","So","491","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vanden Boom, Danny","Wisc","QB,FLX","Fr","492","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VanSumeren, Ben","Mich","RB,FLX","Fr","493","WW","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vault, Solomon","NW","WR,FLX","Sr","494","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vedral, Noah","Neb","QB,FLX","So","495","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vejvoda, Nate","Iowa","TE,FLX","Jr","496","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Walker Jr., Ronnie","Ind","RB,FLX","Fr","497","FA","@FLInt Sat 7:00PM","0","0","0%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Walker, Bobby","Ill","TE,FLX","Jr","498","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wangler, Jared","Mich","RB,FLX","Sr","499","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wanner, Coy","Wisc","RB,TE,FLX","Fr","500","FA","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Warner, Kade","Neb","WR,FLX","Fr","501","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Watercutter, Ryan","Ind","TE,FLX","Sr","502","FA","@FLInt Sat 7:00PM","0","0","10%","-","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Watt, Dominick","Neb","WR,FLX","Fr","503","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Watts, Jahz","MSU","WR,FLX","Fr","504","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Welch, Andre","MSU","WR,FLX","So","505","FA","UtSt Fri 7:00PM","0","0","0%","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Weller, Justin","PSU","WR,FLX","Fr","506","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"West, Jacob","Mich","QB,FLX,DB","Sr","507","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"White, Brendan","Mich","WR,FLX","Sr","508","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"White, De'Shawn","OHSt","WR,FLX","So","509","FA","OreSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Whittaker, Jason","NW","QB,FLX","Fr","510","FA","@Purd Thu 8:00PM","0","0","0%","-","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wieting, Nate","Iowa","TE,FLX","Jr","511","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Williams, Justice","Ill","WR,FLX,LB","Jr","512","FA","Kent Sat 12:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Williams, Mike","Neb","WR,FLX","Jr","513","FA","Akr Sat 8:00PM","0","0","5%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Witham, Bryce","Minn","TE,FLX","Jr","514","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Witherspoon, Clayton","Minn","TE,FLX","Fr","515","FA","NMSt Thu 7:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wittwer, Max","Mich","QB,FLX","Fr","516","WW","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wolf, Chase","Wisc","QB,FLX","Fr","517","WW","W Ky Fri 9:00PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Woods, Paul","Rut","WR,FLX","Fr","518","WW","TxSt Sat 12:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Woodyard, Jaron","Neb","WR,FLX","Jr","519","FA","Akr Sat 8:00PM","0","0","5%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Young, Conor","Neb","WR,FLX","Jr","520","FA","Akr Sat 8:00PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Young, Devonte","Iowa","WR,FLX","Jr","521","FA","NIU Sat 3:30PM","0","0","0%","-","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Young, Jack","Mich","WR,FLX","So","522","FA","@ND Sat 7:30PM","0","0","0%","-","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zembiec, Jake","PSU","QB,FLX","So","523","FA","App Sat 3:30PM","0","0","0%","-","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
